# O2(p)-Ru0(dxy)
# E-Ef / eV	COHP / eV	ICOHP / eV
-24.93116	0.0	-0.00028
-24.8811	0.0	-0.00028
-24.83104	0.0	-0.00028
-24.78098	0.0	-0.00028
-24.73091	0.0	-0.00028
-24.68085	0.0	-0.00028
-24.63079	0.0	-0.00028
-24.58073	0.0	-0.00028
-24.53066	0.0	-0.00028
-24.4806	0.0	-0.00028
-24.43054	0.0	-0.00028
-24.38048	0.0	-0.00028
-24.33041	0.0	-0.00028
-24.28035	0.0	-0.00028
-24.23029	0.0	-0.00028
-24.18023	0.0	-0.00028
-24.13016	0.0	-0.00028
-24.0801	0.0	-0.00028
-24.03004	0.0	-0.00028
-23.97997	0.0	-0.00028
-23.92991	0.0	-0.00028
-23.87985	0.0	-0.00028
-23.82979	0.0	-0.00028
-23.77972	0.0	-0.00028
-23.72966	0.0	-0.00028
-23.6796	0.0	-0.00028
-23.62954	0.0	-0.00028
-23.57947	0.0	-0.00028
-23.52941	0.0	-0.00028
-23.47935	0.0	-0.00028
-23.42929	0.0	-0.00028
-23.37922	0.0	-0.00028
-23.32916	0.0	-0.00028
-23.2791	0.0	-0.00028
-23.22904	0.0	-0.00028
-23.17897	0.0	-0.00028
-23.12891	0.0	-0.00028
-23.07885	0.0	-0.00028
-23.02879	0.0	-0.00028
-22.97872	0.0	-0.00028
-22.92866	0.0	-0.00028
-22.8786	0.0	-0.00028
-22.82854	0.0	-0.00028
-22.77847	0.0	-0.00028
-22.72841	0.0	-0.00028
-22.67835	0.0	-0.00028
-22.62829	0.0	-0.00028
-22.57822	0.0	-0.00028
-22.52816	0.0	-0.00028
-22.4781	0.0	-0.00028
-22.42804	0.0	-0.00028
-22.37797	0.0	-0.00028
-22.32791	0.0	-0.00028
-22.27785	0.0	-0.00028
-22.22778	0.0	-0.00028
-22.17772	0.0	-0.00028
-22.12766	0.0	-0.00028
-22.0776	0.0	-0.00028
-22.02753	0.0	-0.00028
-21.97747	0.0	-0.00028
-21.92741	0.0	-0.00028
-21.87735	0.0	-0.00028
-21.82728	0.0	-0.00028
-21.77722	0.0	-0.00028
-21.72716	0.0	-0.00028
-21.6771	0.0	-0.00028
-21.62703	0.0	-0.00028
-21.57697	0.0	-0.00028
-21.52691	0.0	-0.00028
-21.47685	0.0	-0.00028
-21.42678	0.0	-0.00028
-21.37672	0.0	-0.00028
-21.32666	0.0	-0.00028
-21.2766	0.0	-0.00028
-21.22653	0.0	-0.00028
-21.17647	0.0	-0.00028
-21.12641	0.0	-0.00028
-21.07635	0.0	-0.00028
-21.02628	0.0	-0.00028
-20.97622	0.0	-0.00028
-20.92616	-0.0	-0.00028
-20.8761	-0.0	-0.00028
-20.82603	-0.0	-0.00028
-20.77597	-0.0	-0.00028
-20.72591	-0.0	-0.00028
-20.67584	-0.0	-0.00028
-20.62578	-0.0	-0.00028
-20.57572	-0.0	-0.00028
-20.52566	-0.0	-0.00028
-20.47559	-0.0	-0.00028
-20.42553	-0.0	-0.00028
-20.37547	-0.0	-0.00028
-20.32541	-0.0	-0.00028
-20.27534	-0.0	-0.00028
-20.22528	0.0	-0.00028
-20.17522	0.0	-0.00028
-20.12516	0.0	-0.00028
-20.07509	0.0	-0.00028
-20.02503	0.0	-0.00028
-19.97497	0.0	-0.00028
-19.92491	0.0	-0.00028
-19.87484	0.0	-0.00028
-19.82478	0.0	-0.00028
-19.77472	0.0	-0.00028
-19.72466	0.0	-0.00028
-19.67459	-2e-05	-0.00028
-19.62453	-2e-05	-0.00028
-19.57447	-2e-05	-0.00028
-19.52441	-2e-05	-0.00028
-19.47434	-4e-05	-0.00028
-19.42428	-4e-05	-0.00028
-19.37422	-6e-05	-0.00028
-19.32416	-8e-05	-0.00028
-19.27409	-8e-05	-0.0003
-19.22403	-0.0001	-0.0003
-19.17397	-0.00012	-0.0003
-19.1239	-0.00014	-0.0003
-19.07384	-0.00016	-0.00032
-19.02378	-0.00018	-0.00032
-18.97372	-0.00018	-0.00034
-18.92365	-0.00018	-0.00034
-18.87359	-0.00016	-0.00036
-18.82353	-0.00014	-0.00036
-18.77347	-0.00012	-0.00036
-18.7234	-0.00012	-0.00038
-18.67334	-0.0001	-0.00038
-18.62328	-0.0001	-0.00038
-18.57322	-0.0001	-0.00038
-18.52315	-0.0001	-0.0004
-18.47309	-0.0001	-0.0004
-18.42303	-8e-05	-0.0004
-18.37297	-6e-05	-0.0004
-18.3229	-6e-05	-0.0004
-18.27284	-4e-05	-0.0004
-18.22278	-2e-05	-0.00042
-18.17272	-2e-05	-0.00042
-18.12265	-2e-05	-0.00042
-18.07259	0.0	-0.00042
-18.02253	0.0	-0.00042
-17.97247	0.0	-0.00042
-17.9224	0.0	-0.00042
-17.87234	0.0	-0.00042
-17.82228	0.0	-0.00042
-17.77222	0.0	-0.00042
-17.72215	0.0	-0.00042
-17.67209	0.0	-0.00042
-17.62203	0.0	-0.00042
-17.57196	0.0	-0.00042
-17.5219	0.0	-0.00042
-17.47184	0.0	-0.00042
-17.42178	0.0	-0.00042
-17.37171	0.0	-0.00042
-17.32165	0.0	-0.00042
-17.27159	0.0	-0.00042
-17.22153	0.0	-0.00042
-17.17146	0.0	-0.00042
-17.1214	0.0	-0.00042
-17.07134	0.0	-0.00042
-17.02128	0.0	-0.00042
-16.97121	0.0	-0.00042
-16.92115	0.0	-0.00042
-16.87109	0.0	-0.00042
-16.82103	0.0	-0.00042
-16.77096	0.0	-0.00042
-16.7209	0.0	-0.00042
-16.67084	0.0	-0.00042
-16.62078	0.0	-0.00042
-16.57071	0.0	-0.00042
-16.52065	0.0	-0.00042
-16.47059	0.0	-0.00042
-16.42053	0.0	-0.00042
-16.37046	0.0	-0.00042
-16.3204	0.0	-0.00042
-16.27034	0.0	-0.00042
-16.22028	0.0	-0.00042
-16.17021	0.0	-0.00042
-16.12015	0.0	-0.00042
-16.07009	0.0	-0.00042
-16.02003	0.0	-0.00042
-15.96996	0.0	-0.00042
-15.9199	0.0	-0.00042
-15.86984	0.0	-0.00042
-15.81977	0.0	-0.00042
-15.76971	0.0	-0.00042
-15.71965	0.0	-0.00042
-15.66959	0.0	-0.00042
-15.61952	0.0	-0.00042
-15.56946	0.0	-0.00042
-15.5194	0.0	-0.00042
-15.46934	0.0	-0.00042
-15.41927	0.0	-0.00042
-15.36921	0.0	-0.00042
-15.31915	0.0	-0.00042
-15.26909	0.0	-0.00042
-15.21902	0.0	-0.00042
-15.16896	0.0	-0.00042
-15.1189	0.0	-0.00042
-15.06884	0.0	-0.00042
-15.01877	0.0	-0.00042
-14.96871	0.0	-0.00042
-14.91865	0.0	-0.00042
-14.86859	0.0	-0.00042
-14.81852	0.0	-0.00042
-14.76846	0.0	-0.00042
-14.7184	0.0	-0.00042
-14.66834	0.0	-0.00042
-14.61827	0.0	-0.00042
-14.56821	0.0	-0.00042
-14.51815	0.0	-0.00042
-14.46809	0.0	-0.00042
-14.41802	0.0	-0.00042
-14.36796	0.0	-0.00042
-14.3179	0.0	-0.00042
-14.26783	0.0	-0.00042
-14.21777	0.0	-0.00042
-14.16771	0.0	-0.00042
-14.11765	0.0	-0.00042
-14.06758	0.0	-0.00042
-14.01752	0.0	-0.00042
-13.96746	0.0	-0.00042
-13.9174	0.0	-0.00042
-13.86733	0.0	-0.00042
-13.81727	0.0	-0.00042
-13.76721	0.0	-0.00042
-13.71715	0.0	-0.00042
-13.66708	0.0	-0.00042
-13.61702	0.0	-0.00042
-13.56696	0.0	-0.00042
-13.5169	0.0	-0.00042
-13.46683	0.0	-0.00042
-13.41677	0.0	-0.00042
-13.36671	0.0	-0.00042
-13.31665	0.0	-0.00042
-13.26658	0.0	-0.00042
-13.21652	0.0	-0.00042
-13.16646	0.0	-0.00042
-13.1164	0.0	-0.00042
-13.06633	0.0	-0.00042
-13.01627	0.0	-0.00042
-12.96621	0.0	-0.00042
-12.91615	0.0	-0.00042
-12.86608	0.0	-0.00042
-12.81602	0.0	-0.00042
-12.76596	0.0	-0.00042
-12.71589	0.0	-0.00042
-12.66583	0.0	-0.00042
-12.61577	0.0	-0.00042
-12.56571	0.0	-0.00042
-12.51564	0.0	-0.00042
-12.46558	0.0	-0.00042
-12.41552	0.0	-0.00042
-12.36546	0.0	-0.00042
-12.31539	0.0	-0.00042
-12.26533	0.0	-0.00042
-12.21527	0.0	-0.00042
-12.16521	0.0	-0.00042
-12.11514	0.0	-0.00042
-12.06508	0.0	-0.00042
-12.01502	0.0	-0.00042
-11.96496	0.0	-0.00042
-11.91489	0.0	-0.00042
-11.86483	0.0	-0.00042
-11.81477	0.0	-0.00042
-11.76471	0.0	-0.00042
-11.71464	0.0	-0.00042
-11.66458	0.0	-0.00042
-11.61452	0.0	-0.00042
-11.56446	0.0	-0.00042
-11.51439	0.0	-0.00042
-11.46433	0.0	-0.00042
-11.41427	0.0	-0.00042
-11.36421	0.0	-0.00042
-11.31414	0.0	-0.00042
-11.26408	0.0	-0.00042
-11.21402	0.0	-0.00042
-11.16395	0.0	-0.00042
-11.11389	0.0	-0.00042
-11.06383	0.0	-0.00042
-11.01377	0.0	-0.00042
-10.9637	0.0	-0.00042
-10.91364	0.0	-0.00042
-10.86358	0.0	-0.00042
-10.81352	0.0	-0.00042
-10.76345	0.0	-0.00042
-10.71339	0.0	-0.00042
-10.66333	0.0	-0.00042
-10.61327	0.0	-0.00042
-10.5632	0.0	-0.00042
-10.51314	0.0	-0.00042
-10.46308	0.0	-0.00042
-10.41302	0.0	-0.00042
-10.36295	0.0	-0.00042
-10.31289	0.0	-0.00042
-10.26283	0.0	-0.00042
-10.21277	0.0	-0.00042
-10.1627	0.0	-0.00042
-10.11264	0.0	-0.00042
-10.06258	0.0	-0.00042
-10.01252	0.0	-0.00042
-9.96245	0.0	-0.00042
-9.91239	0.0	-0.00042
-9.86233	0.0	-0.00042
-9.81227	0.0	-0.00042
-9.7622	0.0	-0.00042
-9.71214	0.0	-0.00042
-9.66208	0.0	-0.00042
-9.61202	0.0	-0.00042
-9.56195	0.0	-0.00042
-9.51189	0.0	-0.00042
-9.46183	0.0	-0.00042
-9.41176	0.0	-0.00042
-9.3617	0.0	-0.00042
-9.31164	0.0	-0.00042
-9.26158	0.0	-0.00042
-9.21151	0.0	-0.00042
-9.16145	0.0	-0.00042
-9.11139	0.0	-0.00042
-9.06133	0.0	-0.00042
-9.01126	0.0	-0.00042
-8.9612	0.0	-0.00042
-8.91114	0.0	-0.00042
-8.86108	0.0	-0.00042
-8.81101	0.0	-0.00042
-8.76095	0.0	-0.00042
-8.71089	0.0	-0.00042
-8.66083	0.0	-0.00042
-8.61076	0.0	-0.00042
-8.5607	0.0	-0.00042
-8.51064	0.0	-0.00042
-8.46058	0.0	-0.00042
-8.41051	0.0	-0.00042
-8.36045	0.0	-0.00042
-8.31039	0.0	-0.00042
-8.26033	0.0	-0.00042
-8.21026	0.0	-0.00042
-8.1602	0.0	-0.00042
-8.11014	0.0	-0.00042
-8.06008	-0.0	-0.00042
-8.01001	-0.0	-0.00042
-7.95995	-2e-05	-0.00042
-7.90989	-4e-05	-0.00042
-7.85982	-8e-05	-0.00042
-7.80976	-0.00014	-0.00042
-7.7597	-0.00028	-0.00044
-7.70964	-0.0006	-0.00048
-7.65957	-0.00134	-0.00054
-7.60951	-0.00296	-0.00068
-7.55945	-0.00618	-0.001
-7.50939	-0.0119	-0.0016
-7.45932	-0.0211	-0.00264
-7.40926	-0.03438	-0.00436
-7.3592	-0.05164	-0.00696
-7.30914	-0.07168	-0.01054
-7.25907	-0.09226	-0.01516
-7.20901	-0.11058	-0.0207
-7.15895	-0.12436	-0.02692
-7.10889	-0.13314	-0.03358
-7.05882	-0.13868	-0.04054
-7.00876	-0.1444	-0.04776
-6.9587	-0.15376	-0.05546
-6.90864	-0.1684	-0.06388
-6.85857	-0.18734	-0.07326
-6.80851	-0.20732	-0.08364
-6.75845	-0.22406	-0.09486
-6.70839	-0.23364	-0.10656
-6.65832	-0.23364	-0.11826
-6.60826	-0.2235	-0.12944
-6.5582	-0.20462	-0.1397
-6.50814	-0.17964	-0.14868
-6.45807	-0.1518	-0.15628
-6.40801	-0.12402	-0.1625
-6.35795	-0.09848	-0.16742
-6.30788	-0.07636	-0.17124
-6.25782	-0.05812	-0.17416
-6.20776	-0.04384	-0.17635
-6.1577	-0.03336	-0.17802
-6.10763	-0.02644	-0.17934
-6.05757	-0.02275	-0.18048
-6.00751	-0.02178	-0.18158
-5.95745	-0.02296	-0.18272
-5.90738	-0.02556	-0.184
-5.85732	-0.02884	-0.18544
-5.80726	-0.03208	-0.18706
-5.7572	-0.03464	-0.18878
-5.70713	-0.03602	-0.19058
-5.65707	-0.036	-0.1924
-5.60701	-0.0347	-0.19412
-5.55695	-0.0325	-0.19576
-5.50688	-0.02992	-0.19726
-5.45682	-0.02736	-0.19862
-5.40676	-0.0251	-0.19988
-5.3567	-0.02312	-0.20104
-5.30663	-0.02134	-0.2021
-5.25657	-0.01966	-0.20309
-5.20651	-0.0182	-0.204
-5.15645	-0.01718	-0.20486
-5.10638	-0.01704	-0.20572
-5.05632	-0.01822	-0.20662
-5.00626	-0.02104	-0.20768
-4.9562	-0.02536	-0.20895
-4.90613	-0.0306	-0.21048
-4.85607	-0.03582	-0.21228
-4.80601	-0.04006	-0.21428
-4.75594	-0.0428	-0.21642
-4.70588	-0.04414	-0.21864
-4.65582	-0.0446	-0.22086
-4.60576	-0.0448	-0.2231
-4.55569	-0.04526	-0.22538
-4.50563	-0.0463	-0.2277
-4.45557	-0.0481	-0.2301
-4.40551	-0.05062	-0.23264
-4.35544	-0.05354	-0.23532
-4.30538	-0.05604	-0.23812
-4.25532	-0.05712	-0.24098
-4.20526	-0.05604	-0.24378
-4.15519	-0.05274	-0.24642
-4.10513	-0.04792	-0.24882
-4.05507	-0.04254	-0.25096
-4.00501	-0.03726	-0.25282
-3.95494	-0.03202	-0.25442
-3.90488	-0.0262	-0.25574
-3.85482	-0.0193	-0.2567
-3.80476	-0.01146	-0.25728
-3.75469	-0.00356	-0.25746
-3.70463	0.00324	-0.2573
-3.65457	0.00822	-0.25688
-3.60451	0.01152	-0.2563
-3.55444	0.0141	-0.2556
-3.50438	0.01718	-0.25474
-3.45432	0.02156	-0.25366
-3.40426	0.02728	-0.2523
-3.35419	0.03364	-0.25062
-3.30413	0.03954	-0.24864
-3.25407	0.04402	-0.24642
-3.20401	0.04658	-0.2441
-3.15394	0.04716	-0.24174
-3.10388	0.04602	-0.23942999999999998
-3.05382	0.04364	-0.23724
-3.00375	0.04058	-0.23522
-2.95369	0.03746	-0.23334
-2.90363	0.03482	-0.2316
-2.85357	0.0329	-0.22994
-2.8035	0.0316	-0.22836
-2.75344	0.03054	-0.22684
-2.70338	0.02926	-0.22538
-2.65332	0.0274	-0.224
-2.60325	0.02484	-0.22276
-2.55319	0.02166	-0.22168
-2.50313	0.01816	-0.22076
-2.45307	0.01468	-0.22002
-2.403	0.01146	-0.21946
-2.35294	0.00868	-0.21902
-2.30288	0.00642	-0.2187
-2.25282	0.00462	-0.21846
-2.20275	0.00326	-0.2183
-2.15269	0.00228	-0.2182
-2.10263	0.00156	-0.21812
-2.05257	0.00108	-0.21806
-2.0025	0.00078	-0.21802
-1.95244	0.00062	-0.21798
-1.90238	0.00066	-0.21796
-1.85232	0.00102	-0.2179
-1.80225	0.0019	-0.2178
-1.75219	0.00364	-0.21762
-1.70213	0.00656	-0.2173
-1.65207	0.01086	-0.21676
-1.602	0.0165	-0.21592
-1.55194	0.02314	-0.21476
-1.50188	0.0303	-0.21326
-1.45181	0.03752	-0.21138
-1.40175	0.04444	-0.20914
-1.35169	0.05076	-0.2066
-1.30163	0.05612	-0.2038
-1.25156	0.06	-0.2008
-1.2015	0.06202	-0.19768
-1.15144	0.06218	-0.19458
-1.10138	0.06094	-0.19152
-1.05131	0.05925	-0.18856
-1.00125	0.05815	-0.18564
-0.95119	0.05856	-0.18272
-0.90113	0.06096	-0.17966
-0.85106	0.06534	-0.1764
-0.801	0.07102	-0.17284
-0.75094	0.07686	-0.16899
-0.70088	0.0816	-0.1649
-0.65081	0.08432	-0.16068
-0.60075	0.08508	-0.15642
-0.55069	0.08476	-0.15218
-0.50063	0.08452	-0.14795
-0.45056	0.08498	-0.1437
-0.4005	0.08582	-0.1394
-0.35044	0.08606	-0.13509
-0.30038	0.08492	-0.13084
-0.25031	0.08228	-0.12672
-0.20025	0.07872	-0.12278
-0.15019	0.075	-0.11902
-0.10013	0.07154	-0.11544
-0.05006	0.06844	-0.11202
0.0	0.06542	-0.10874
0.05006	0.06222	-0.10562
0.10013	0.05858	-0.1027
0.15019	0.05452	-0.09996
0.20025	0.05032	-0.09744
0.25031	0.0465	-0.09512
0.30038	0.04352	-0.09294
0.35044	0.04152	-0.09086
0.4005	0.04014	-0.08885
0.45056	0.0389	-0.0869
0.50063	0.03742	-0.08503
0.55069	0.03568	-0.08324
0.60075	0.034	-0.08154
0.65081	0.0327	-0.0799
0.70088	0.03198	-0.0783
0.75094	0.03178	-0.07672
0.801	0.03172	-0.07512
0.85106	0.0314	-0.07356
0.90113	0.03052	-0.07202
0.95119	0.02902	-0.07058
1.00125	0.02692	-0.06922
1.05131	0.02436	-0.068
1.10138	0.02136	-0.06694
1.15144	0.018	-0.06604
1.2015	0.01438	-0.06532
1.25156	0.01076	-0.06478
1.30163	0.00746	-0.0644
1.35169	0.00476	-0.06416
1.40175	0.00278	-0.06402
1.45181	0.00148	-0.06396
1.50188	0.00074	-0.06392
1.55194	0.0004	-0.0639
1.602	0.00034	-0.06388
1.65207	0.0005	-0.06386
1.70213	0.0009	-0.0638
1.75219	0.00152	-0.06374
1.80225	0.00234	-0.06362
1.85232	0.0033	-0.06345
1.90238	0.00426	-0.06324
1.95244	0.00512	-0.06298
2.0025	0.0058	-0.0627
2.05257	0.00634	-0.06238
2.10263	0.00688	-0.06202
2.15269	0.00752	-0.06166
2.20275	0.00826	-0.06124
2.25282	0.00904	-0.06078
2.30288	0.00976	-0.0603
2.35294	0.01042	-0.05978
2.403	0.01118	-0.05922
2.45307	0.01224	-0.0586
2.50313	0.01374	-0.05792
2.55319	0.01556	-0.05714
2.60325	0.01728	-0.05627
2.65332	0.01842	-0.05534
2.70338	0.01862	-0.05442
2.75344	0.01792	-0.05352
2.8035	0.01678	-0.05268
2.85357	0.0158	-0.05188
2.90363	0.0155	-0.05112
2.95369	0.016	-0.05032
3.00375	0.01698	-0.04946
3.05382	0.01794	-0.04856
3.10388	0.0185	-0.04764
3.15394	0.01856	-0.0467
3.20401	0.01842	-0.04578
3.25407	0.01842	-0.04486
3.30413	0.01866	-0.04392
3.35419	0.01906	-0.04298
3.40426	0.01936	-0.042
3.45432	0.01952	-0.04102
3.50438	0.0198	-0.04004
3.55444	0.02064	-0.039
3.60451	0.0223	-0.03788
3.65457	0.02466	-0.03666
3.70463	0.02712	-0.0353
3.75469	0.02902	-0.03384
3.80476	0.02994	-0.03234
3.85482	0.03002	-0.03084
3.90488	0.0299	-0.02934
3.95494	0.03044	-0.02782
4.00501	0.03226	-0.0262
4.05507	0.03534	-0.02444
4.10513	0.03902	-0.02248
4.15519	0.04216	-0.02038
4.20526	0.04378	-0.01818
4.25532	0.04336	-0.01601
4.30538	0.04102	-0.01396
4.35544	0.03737	-0.01208
4.40551	0.03302	-0.01044
4.45557	0.0285	-0.009
4.50563	0.02414	-0.0078
4.55569	0.02022	-0.00678
4.60576	0.01698	-0.00594
4.65582	0.01448	-0.005209999999999999
4.70588	0.01266	-0.00458
4.75594	0.01132	-0.00401
4.80601	0.01014	-0.0035
4.85607	0.00896	-0.00306
4.90613	0.00764	-0.00267
4.9562	0.00628	-0.00236
5.00626	0.00494	-0.0021
5.05632	0.00374	-0.00192
5.10638	0.00276	-0.00178
5.15645	0.00196	-0.00168
5.20651	0.00136	-0.00162
5.25657	0.00092	-0.00158
5.30663	0.0006	-0.00154
5.3567	0.0004	-0.00152
5.40676	0.00028	-0.0015
5.45682	0.00022	-0.0015
5.50688	0.00018	-0.00148
5.55695	0.00016	-0.00148
5.60701	0.00012	-0.00148
5.65707	0.0001	-0.00146
5.70713	6e-05	-0.00146
5.7572	4e-05	-0.00146
5.80726	2e-05	-0.00146
5.85732	2e-05	-0.00146
5.90738	0.0	-0.00146
5.95745	0.0	-0.00146
6.00751	0.0	-0.00146
6.05757	0.0	-0.00146
6.10763	0.0	-0.00146
6.1577	0.0	-0.00146
6.20776	0.0	-0.00146
6.25782	0.0	-0.00146
6.30788	0.0	-0.00146
6.35795	0.0	-0.00146
6.40801	0.0	-0.00146
6.45807	0.0	-0.00146
6.50814	0.0	-0.00146
6.5582	0.0	-0.00146
6.60826	0.0	-0.00146
6.65832	0.0	-0.00146
6.70839	0.0	-0.00146
6.75845	0.0	-0.00146
6.80851	0.0	-0.00146
6.85857	0.0	-0.00146
6.90864	0.0	-0.00146
6.9587	0.0	-0.00146
7.00876	0.0	-0.00146
7.05882	0.0	-0.00146
7.10889	0.0	-0.00146
7.15895	2e-05	-0.00146
7.20901	2e-05	-0.00146
7.25907	2e-05	-0.00146
7.30914	4e-05	-0.00146
7.3592	4e-05	-0.00146
7.40926	6e-05	-0.00146
7.45932	6e-05	-0.00144
7.50939	6e-05	-0.00144
7.55945	6e-05	-0.00144
7.60951	6e-05	-0.00144
7.65957	4e-05	-0.00144
7.70964	4e-05	-0.00144
7.7597	4e-05	-0.00144
7.80976	4e-05	-0.00144
7.85982	6e-05	-0.00142
7.90989	0.0001	-0.00142
7.95995	0.00014	-0.00142
8.01001	0.00018	-0.0014
8.06008	0.00022	-0.0014
8.11014	0.00024	-0.00138
8.1602	0.00024	-0.00138
8.21026	0.00024	-0.00136
8.26033	0.00024	-0.00134
8.31039	0.00024	-0.00134
8.36045	0.00024	-0.00132
8.41051	0.00024	-0.00132
8.46058	0.00024	-0.0013
8.51064	0.00028	-0.00128
8.5607	0.0003	-0.00128
8.61076	0.00036	-0.00126
8.66083	0.00044	-0.00124
8.71089	0.00054	-0.0012
8.76095	0.00062	-0.00118
8.81101	0.0007	-0.00114
8.86108	0.00074	-0.0011
8.91114	0.00072	-0.00106
8.9612	0.00068	-0.00104
9.01126	0.00062	-0.001
9.06133	0.00058	-0.00098
9.11139	0.00058	-0.00094
9.16145	0.00064	-0.0009
9.21151	0.00074	-0.00088
9.26158	0.00082	-0.00084
9.31164	0.0009	-0.00078
9.3617	0.001	-0.00074
9.41176	0.0011	-0.00068
9.46183	0.00122	-0.00062
9.51189	0.00138	-0.00056
9.56195	0.00154	-0.00048
9.61202	0.00166	-0.0004
9.66208	0.0017	-0.0003
9.71214	0.00163	-0.00022
9.7622	0.00144	-0.00016
9.81227	0.00114	-0.0001
9.86233	0.00082	-6e-05
9.91239	0.00052	-2e-05
9.96245	0.0003	-2e-05
10.01252	0.00016	0.0
10.06258	8e-05	0.0
10.11264	2e-05	0.0
10.1627	2e-05	0.0
10.21277	0.0	0.0
10.26283	0.0	0.0
10.31289	0.0	0.0
10.36295	0.0	0.0
10.41302	0.0	0.0
10.46308	0.0	0.0
10.51314	0.0	0.0
10.5632	0.0	0.0
10.61327	0.0	0.0
10.66333	0.0	0.0
10.71339	0.0	0.0
10.76345	0.0	0.0
10.81352	0.0	0.0
10.86358	0.0	0.0
10.91364	0.0	0.0
10.9637	0.0	0.0
11.01377	0.0	0.0
11.06383	0.0	0.0
11.11389	0.0	0.0
11.16395	0.0	0.0
11.21402	0.0	0.0
11.26408	0.0	0.0
11.31414	0.0	0.0
11.36421	0.0	0.0
11.41427	0.0	0.0
11.46433	0.0	0.0
11.51439	0.0	0.0
11.56446	0.0	0.0
11.61452	0.0	0.0
11.66458	0.0	0.0
11.71464	0.0	0.0
11.76471	0.0	0.0
11.81477	0.0	0.0
11.86483	0.0	0.0
11.91489	0.0	0.0
11.96496	0.0	0.0
12.01502	0.0	0.0
12.06508	0.0	0.0
12.11514	0.0	0.0
12.16521	0.0	0.0
12.21527	0.0	0.0
12.26533	0.0	0.0
12.31539	0.0	0.0
12.36546	0.0	0.0
12.41552	0.0	0.0
12.46558	0.0	0.0
12.51564	0.0	0.0
12.56571	0.0	0.0
12.61577	0.0	0.0
12.66583	0.0	0.0
12.71589	0.0	0.0
12.76596	0.0	0.0
12.81602	0.0	0.0
12.86608	0.0	0.0
12.91615	0.0	0.0
12.96621	0.0	0.0
13.01627	0.0	0.0
13.06633	0.0	0.0
13.1164	0.0	0.0
13.16646	0.0	0.0
13.21652	0.0	0.0
13.26658	0.0	0.0
13.31665	0.0	0.0
13.36671	0.0	0.0
13.41677	0.0	0.0
13.46683	0.0	0.0
13.5169	0.0	0.0
13.56696	0.0	0.0
13.61702	0.0	0.0
13.66708	0.0	0.0
13.71715	0.0	0.0
13.76721	0.0	0.0
13.81727	0.0	0.0
13.86733	0.0	0.0
13.9174	0.0	0.0
13.96746	0.0	0.0
14.01752	0.0	0.0
14.06758	0.0	0.0
14.11765	0.0	0.0
14.16771	0.0	0.0
14.21777	0.0	0.0
14.26783	0.0	0.0
14.3179	0.0	0.0
14.36796	0.0	0.0
14.41802	0.0	0.0
14.46809	0.0	0.0
14.51815	0.0	0.0
14.56821	0.0	0.0
14.61827	0.0	0.0
14.66834	0.0	0.0
14.7184	0.0	0.0
14.76846	0.0	0.0
14.81852	0.0	0.0
14.86859	0.0	0.0
14.91865	0.0	0.0
14.96871	0.0	0.0
15.01877	0.0	0.0
# O2(p)-Ru0(dz2)
# E-Ef / eV	COHP / eV	ICOHP / eV
-25.03129	0.0	0.0004
-24.98123	0.0	0.0004
-24.93116	0.0	0.0004
-24.8811	0.0	0.0004
-24.83104	0.0	0.0004
-24.78098	0.0	0.0004
-24.73091	0.0	0.0004
-24.68085	0.0	0.0004
-24.63079	0.0	0.0004
-24.58073	0.0	0.0004
-24.53066	0.0	0.0004
-24.4806	0.0	0.0004
-24.43054	0.0	0.0004
-24.38048	0.0	0.0004
-24.33041	0.0	0.0004
-24.28035	0.0	0.0004
-24.23029	0.0	0.0004
-24.18023	0.0	0.0004
-24.13016	0.0	0.0004
-24.0801	0.0	0.0004
-24.03004	0.0	0.0004
-23.97997	0.0	0.0004
-23.92991	0.0	0.0004
-23.87985	0.0	0.0004
-23.82979	0.0	0.0004
-23.77972	0.0	0.0004
-23.72966	0.0	0.0004
-23.6796	0.0	0.0004
-23.62954	0.0	0.0004
-23.57947	0.0	0.0004
-23.52941	0.0	0.0004
-23.47935	0.0	0.0004
-23.42929	0.0	0.0004
-23.37922	0.0	0.0004
-23.32916	0.0	0.0004
-23.2791	0.0	0.0004
-23.22904	0.0	0.0004
-23.17897	0.0	0.0004
-23.12891	0.0	0.0004
-23.07885	0.0	0.0004
-23.02879	0.0	0.0004
-22.97872	0.0	0.0004
-22.92866	0.0	0.0004
-22.8786	0.0	0.0004
-22.82854	0.0	0.0004
-22.77847	0.0	0.0004
-22.72841	0.0	0.0004
-22.67835	0.0	0.0004
-22.62829	0.0	0.0004
-22.57822	0.0	0.0004
-22.52816	0.0	0.0004
-22.4781	0.0	0.0004
-22.42804	0.0	0.0004
-22.37797	0.0	0.0004
-22.32791	0.0	0.0004
-22.27785	0.0	0.0004
-22.22778	0.0	0.0004
-22.17772	0.0	0.0004
-22.12766	0.0	0.0004
-22.0776	0.0	0.0004
-22.02753	0.0	0.0004
-21.97747	0.0	0.0004
-21.92741	0.0	0.0004
-21.87735	0.0	0.0004
-21.82728	0.0	0.0004
-21.77722	0.0	0.0004
-21.72716	0.0	0.0004
-21.6771	0.0	0.0004
-21.62703	0.0	0.0004
-21.57697	0.0	0.0004
-21.52691	0.0	0.0004
-21.47685	0.0	0.0004
-21.42678	0.0	0.0004
-21.37672	0.0	0.0004
-21.32666	0.0	0.0004
-21.2766	0.0	0.0004
