# O2(p)-Ru0(dxy)
# E-Ef / eV	COHP / eV	ICOHP / eV
-5.60701	-0.03824	-0.7884599999999999
-5.55695	-0.0624	-0.79158
-5.50688	-0.08656	-0.79593
-5.45682	-0.10739	-0.8012999999999999
-5.40676	-0.12263	-0.80745
-5.3567	-0.13156	-0.81402
-5.30663	-0.13454	-0.82077
-5.25657	-0.13237	-0.82738
-5.20651	-0.12607000000000002	-0.8337
-5.15645	-0.11735	-0.83958
-5.10638	-0.10874	-0.8450300000000001
-5.05632	-0.10309	-0.85019
-5.00626	-0.10239999999999999	-0.8553
-4.9562	-0.10661	-0.86065
-4.90613	-0.11335	-0.86632
-4.85607	-0.11899	-0.8722799999999999
-4.80601	-0.12053	-0.87831
-4.75594	-0.11723	-0.88418
-4.70588	-0.11119	-0.88974
-4.65582	-0.10608000000000001	-0.89506
-4.60576	-0.10533	-0.90033
-4.55569	-0.10999	-0.90584
-4.50563	-0.11804	-0.91174
-4.45557	-0.12551	-0.9180200000000001
-4.40551	-0.12847000000000003	-0.9244600000000001
-4.35544	-0.12507000000000001	-0.93072
-4.30538	-0.11605	-0.9365399999999999
-4.25532	-0.10381	-0.94174
-4.20526	-0.091	-0.94628
-4.15519	-0.07929	-0.95026
-4.10513	-0.06916	-0.95371
-4.05507	-0.06015	-0.95673
-4.00501	-0.05167	-0.95932
-3.95494	-0.043429999999999996	-0.96148
-3.90488	-0.03559	-0.96327
-3.85482	-0.02858	-0.9647
-3.80476	-0.022899999999999997	-0.96584
-3.75469	-0.01871	-0.96678
-3.70463	-0.01599	-0.96758
-3.65457	-0.01431	-0.9682999999999999
-3.60451	-0.013229999999999999	-0.96896
-3.55444	-0.01232	-0.96958
-3.50438	-0.01124	-0.97014
-3.45432	-0.00998	-0.97065
-3.40426	-0.00858	-0.97106
-3.35419	-0.00702	-0.97142
-3.30413	-0.00538	-0.9717
-3.25407	-0.00366	-0.97186
-3.20401	-0.00199	-0.9719800000000001
-3.15394	-0.00068	-0.97202
-3.10388	0.0	-0.97201
-3.05382	-0.00016	-0.97202
-3.00375	-0.00113	-0.97208
-2.95369	-0.00258	-0.9722
-2.90363	-0.004	-0.9723999999999999
-2.85357	-0.004869999999999999	-0.97265
-2.8035	-0.00492	-0.97289
-2.75344	-0.00422	-0.9731000000000001
-2.70338	-0.0030700000000000002	-0.97326
-2.65332	-0.0018800000000000002	-0.97334
-2.60325	-0.00091	-0.97339
-2.55319	-0.00026	-0.97341
-2.50313	0.00013000000000000002	-0.97341
-2.45307	0.00036	-0.97338
-2.403	0.00052	-0.97336
-2.35294	0.00056	-0.97333
-2.30288	0.00052	-0.9733
-2.25282	0.0004	-0.97329
-2.20275	0.00028	-0.97326
-2.15269	0.00016	-0.97326
-2.10263	8e-05	-0.97326
-2.05257	4e-05	-0.9732500000000001
-2.0025	4e-05	-0.9732500000000001
-1.95244	4e-05	-0.9732500000000001
-1.90238	8e-05	-0.9732500000000001
-1.85232	0.0002	-0.97323
-1.80225	0.00036	-0.97322
-1.75219	0.00064	-0.9731799999999999
-1.70213	0.00104	-0.9731299999999999
-1.65207	0.00152	-0.97306
-1.602	0.00188	-0.97297
-1.55194	0.002	-0.9728600000000001
-1.50188	0.00176	-0.97277
-1.45181	0.00108	-0.97273
-1.40175	8e-05	-0.97271
-1.35169	-0.00092	-0.97277
-1.30163	-0.0016	-0.97285
-1.25156	-0.00162	-0.97293
-1.2015	-0.00084	-0.97297
-1.15144	0.00074	-0.97293
-1.10138	0.0028499999999999997	-0.97278
-1.05131	0.00536	-0.97252
-1.00125	0.00828	-0.97211
-0.95119	0.012	-0.97151
-0.90113	0.01686	-0.9706600000000001
-0.85106	0.022770000000000002	-0.96951
-0.801	0.02894	-0.96807
-0.75094	0.03396	-0.96638
-0.70088	0.03656	-0.96454
-0.65081	0.03652	-0.96271
-0.60075	0.03492	-0.96095
-0.55069	0.03362	-0.95927
-0.50063	0.03406	-0.9575800000000001
-0.45056	0.03638	-0.95575
-0.4005	0.039529999999999996	-0.9537800000000001
-0.35044	0.04208	-0.95167
-0.30038	0.04312	-0.94951
-0.25031	0.042550000000000004	-0.94738
-0.20025	0.04072	-0.94535
-0.15019	0.03796	-0.94343
-0.10013	0.03436	-0.94171
-0.05006	0.02984	-0.94023
0.0	0.02448	-0.93899
0.05006	0.01868	-0.93807
0.10013	0.013	-0.9374199999999999
0.15019	0.00812	-0.937
0.20025	0.00444	-0.93679
0.25031	0.00212	-0.93667
0.30038	0.00092	-0.93663
0.35044	0.00064	-0.93659
0.4005	0.0009400000000000001	-0.93655
0.45056	0.0015600000000000002	-0.93647
0.50063	0.00233	-0.9363600000000001
0.55069	0.0031000000000000003	-0.9361999999999999
0.60075	0.0038	-0.93601
0.65081	0.00442	-0.93579
0.70088	0.0049700000000000005	-0.93555
0.75094	0.0054800000000000005	-0.93528
0.801	0.005900000000000001	-0.93498
0.85106	0.006229999999999999	-0.93466
0.90113	0.006359999999999999	-0.93434
0.95119	0.00622	-0.93404
1.00125	0.00575	-0.9337300000000001
1.05131	0.00504	-0.93349
1.10138	0.00416	-0.9332900000000001
1.15144	0.00329	-0.93312
1.2015	0.00261	-0.93299
1.25156	0.00224	-0.9328799999999999
1.30163	0.00224	-0.93277
1.35169	0.00264	-0.93263
1.40175	0.0034	-0.93245
1.45181	0.00444	-0.93224
1.50188	0.00588	-0.93194
1.55194	0.00756	-0.93157
1.602	0.00936	-0.93109
1.65207	0.011	-0.93055
1.70213	0.01224	-0.92993
1.75219	0.01284	-0.9292900000000001
1.80225	0.01292	-0.92865
1.85232	0.0128	-0.92801
1.90238	0.01288	-0.92736
1.95244	0.01356	-0.92668
2.0025	0.014939999999999998	-0.92593
2.05257	0.01696	-0.9250900000000001
2.10263	0.01948	-0.92411
2.15269	0.02245	-0.92299
2.20275	0.02648	-0.92165
2.25282	0.0326	-0.92003
2.30288	0.042	-0.91793
2.35294	0.05552	-0.91515
2.403	0.07331	-0.91147
2.45307	0.09447	-0.9067500000000001
2.50313	0.11699000000000001	-0.9008900000000001
2.55319	0.13795000000000002	-0.89399
2.60325	0.15412	-0.88627
2.65332	0.16283000000000003	-0.8781100000000001
2.70338	0.16288999999999998	-0.86995
2.75344	0.15505000000000002	-0.86219
2.8035	0.14176	-0.85511
2.85357	0.12645	-0.84877
2.90363	0.11267	-0.84313
2.95369	0.10344	-0.83795
3.00375	0.101	-0.8329
3.05382	0.10669	-0.82755
3.10388	0.12115000000000001	-0.8214899999999999
3.15394	0.14412999999999998	-0.81427
3.20401	0.17418	-0.80555
3.25407	0.20806	-0.79514
3.30413	0.24086000000000002	-0.78307
3.35419	0.26742	-0.7697
3.40426	0.28473	-0.75543
3.45432	0.29359	-0.74074
3.50438	0.2979	-0.72583
3.55444	0.30179999999999996	-0.71071
3.60451	0.30691	-0.69535
3.65457	0.31223999999999996	-0.67973
3.70463	0.31658	-0.66387
3.75469	0.32086000000000003	-0.64781
3.80476	0.32817	-0.63137
3.85482	0.34089	-0.61432
3.90488	0.35774	-0.59641
3.95494	0.37346	-0.5777100000000001
4.00501	0.38183	-0.5586
4.05507	0.37966	-0.53957
4.10513	0.3689	-0.52113
4.15519	0.35573	-0.5033099999999999
4.20526	0.34742	-0.48592
4.25532	0.34945	-0.46842
4.30538	0.36400999999999994	-0.45021
4.35544	0.39002000000000003	-0.43067
4.40551	0.424	-0.40945
4.45557	0.46128	-0.38636000000000004
4.50563	0.49721	-0.36146
4.55569	0.52783	-0.33504
4.60576	0.5498099999999999	-0.30751
4.65582	0.56012	-0.27947
4.70588	0.5559000000000001	-0.25165
4.75594	0.53533	-0.22485
4.80601	0.49895	-0.19985999999999998
4.85607	0.45045	-0.17731000000000002
4.90613	0.39590000000000003	-0.15749000000000002
4.9562	0.34146	-0.1404
5.00626	0.29109	-0.12582
5.05632	0.24563000000000001	-0.11352999999999999
5.10638	0.20396999999999998	-0.10332
5.15645	0.16509000000000001	-0.09505
5.20651	0.12958999999999998	-0.08857
5.25657	0.09956	-0.08356999999999999
5.30663	0.07736	-0.07971
5.3567	0.06395	-0.07650000000000001
5.40676	0.05816	-0.0736
5.45682	0.05724	-0.07073
5.50688	0.05772	-0.06784
5.55695	0.05692	-0.065
5.60701	0.05336	-0.06232
5.65707	0.04704	-0.05996
5.70713	0.03888	-0.058010000000000006
5.7572	0.03016	-0.056510000000000005
5.80726	0.022	-0.0554
5.85732	0.0152	-0.05464
5.90738	0.01	-0.05413
5.95745	0.00632	-0.05381
6.00751	0.00384	-0.05364
6.05757	0.00232	-0.05352
6.10763	0.00148	-0.05344
6.1577	0.001	-0.0534
6.20776	0.00084	-0.05336
6.25782	0.00076	-0.05332
6.30788	0.0008	-0.05328
6.35795	0.00088	-0.05323
6.40801	0.00096	-0.053169999999999995
6.45807	0.00108	-0.05313
6.50814	0.00116	-0.05307
6.5582	0.0012	-0.05301
6.60826	0.00124	-0.052930000000000005
6.65832	0.00124	-0.05288
6.70839	0.00132	-0.052809999999999996
6.75845	0.0014	-0.05273
6.80851	0.00152	-0.05268
6.85857	0.00164	-0.05259
6.90864	0.00172	-0.052489999999999995
6.9587	0.00188	-0.05241
7.00876	0.00212	-0.05229
7.05882	0.00252	-0.05217
7.10889	0.00308	-0.05201
7.15895	0.00376	-0.05184
7.20901	0.00438	-0.05161
7.25907	0.00488	-0.05137
7.30914	0.0052	-0.05111
7.3592	0.0054	-0.05084
7.40926	0.00552	-0.05056
7.45932	0.00552	-0.05028
7.50939	0.00528	-0.05001
7.55945	0.00476	-0.049769999999999995
7.60951	0.00404	-0.04957
7.65957	0.00344	-0.049409999999999996
7.70964	0.00312	-0.04925
7.7597	0.00328	-0.049089999999999995
7.80976	0.00396	-0.04889
7.85982	0.00504	-0.04864
7.90989	0.00644	-0.04832
7.95995	0.00804	-0.04792
8.01001	0.00968	-0.04743
8.06008	0.01112	-0.04688
8.11014	0.01204	-0.046270000000000006
8.1602	0.01224	-0.045649999999999996
8.21026	0.01176	-0.04507
8.26033	0.0108	-0.04453
8.31039	0.00968	-0.04404
8.36045	0.00864	-0.043609999999999996
8.41051	0.00784	-0.04321
8.46058	0.00748	-0.04284
8.51064	0.00764	-0.04245
8.5607	0.00844	-0.04204
8.61076	0.00984	-0.04153
8.66083	0.01168	-0.04096
8.71089	0.01372	-0.04028
8.76095	0.01564	-0.03949
8.81101	0.01708	-0.03864
8.86108	0.01776	-0.03775
8.91114	0.01756	-0.03687
8.9612	0.01668	-0.03604
9.01126	0.01556	-0.035250000000000004
9.06133	0.01484	-0.03452
9.11139	0.01484	-0.033769999999999994
9.16145	0.01564	-0.032990000000000005
9.21151	0.017	-0.032130000000000006
9.26158	0.01849	-0.031209999999999998
9.31164	0.01994	-0.03021
9.3617	0.02149	-0.02913
9.41176	0.02365	-0.02796
9.46183	0.02724	-0.02659
9.51189	0.03305	-0.02493
9.56195	0.041460000000000004	-0.02285
9.61202	0.05166	-0.02027
9.66208	0.06162	-0.01718
9.71214	0.06831000000000001	-0.01376
9.7622	0.06903000000000001	-0.01032
9.81227	0.06287999999999999	-0.00716
9.86233	0.05123	-0.00459
9.91239	0.037180000000000005	-0.00273
9.96245	0.02398	-0.0015300000000000001
10.01252	0.01371	-0.00084
10.06258	0.00694	-0.0005
10.11264	0.00312	-0.00035000000000000005
10.1627	0.00124	-0.00028000000000000003
10.21277	0.00044	-0.00026
10.26283	0.00012	-0.00026
10.31289	4e-05	-0.00023999999999999998
10.36295	0.0	-0.00023999999999999998
10.41302	0.0	-0.00023999999999999998
10.46308	0.0	-0.00023999999999999998
10.51314	0.0	-0.00023999999999999998
10.5632	0.0	-0.00023999999999999998
10.61327	0.0	-0.00023999999999999998
10.66333	0.0	-0.00023999999999999998
10.71339	0.0	-0.00023999999999999998
10.76345	0.0	-0.00023999999999999998
10.81352	0.0	-0.00023999999999999998
10.86358	0.0	-0.00023999999999999998
10.91364	0.0	-0.00023999999999999998
10.9637	0.0	-0.00023999999999999998
11.01377	0.0	-0.00023999999999999998
11.06383	0.0	-0.00023999999999999998
11.11389	0.0	-0.00023999999999999998
11.16395	0.0	-0.00023999999999999998
11.21402	0.0	-0.00023999999999999998
11.26408	0.0	-0.00023999999999999998
11.31414	0.0	-0.00023999999999999998
11.36421	0.0	-0.00023999999999999998
11.41427	0.0	-0.00023999999999999998
11.46433	0.0	-0.00023999999999999998
11.51439	0.0	-0.00023999999999999998
11.56446	0.0	-0.00023999999999999998
11.61452	0.0	-0.00023999999999999998
11.66458	0.0	-0.00023999999999999998
11.71464	0.0	-0.00023999999999999998
11.76471	0.0	-0.00023999999999999998
11.81477	0.0	-0.00023999999999999998
11.86483	0.0	-0.00023999999999999998
11.91489	0.0	-0.00023999999999999998
11.96496	0.0	-0.00023999999999999998
12.01502	0.0	-0.00023999999999999998
12.06508	0.0	-0.00023999999999999998
12.11514	0.0	-0.00023999999999999998
12.16521	0.0	-0.00023999999999999998
12.21527	0.0	-0.00023999999999999998
12.26533	0.0	-0.00023999999999999998
12.31539	0.0	-0.00023999999999999998
12.36546	0.0	-0.00023999999999999998
12.41552	0.0	-0.00023999999999999998
12.46558	0.0	-0.00023999999999999998
12.51564	0.0	-0.00023999999999999998
12.56571	0.0	-0.00023999999999999998
12.61577	0.0	-0.00023999999999999998
12.66583	0.0	-0.00023999999999999998
12.71589	0.0	-0.00023999999999999998
12.76596	0.0	-0.00023999999999999998
12.81602	0.0	-0.00023999999999999998
12.86608	0.0	-0.00023999999999999998
12.91615	0.0	-0.00023999999999999998
12.96621	0.0	-0.00023999999999999998
13.01627	0.0	-0.00023999999999999998
13.06633	0.0	-0.00023999999999999998
13.1164	0.0	-0.00023999999999999998
13.16646	0.0	-0.00023999999999999998
13.21652	0.0	-0.00023999999999999998
13.26658	0.0	-0.00023999999999999998
13.31665	0.0	-0.00023999999999999998
13.36671	0.0	-0.00023999999999999998
13.41677	0.0	-0.00023999999999999998
13.46683	0.0	-0.00023999999999999998
13.5169	0.0	-0.00023999999999999998
13.56696	0.0	-0.00023999999999999998
13.61702	0.0	-0.00023999999999999998
13.66708	0.0	-0.00023999999999999998
13.71715	0.0	-0.00023999999999999998
13.76721	0.0	-0.00023999999999999998
13.81727	0.0	-0.00023999999999999998
13.86733	0.0	-0.00023999999999999998
13.9174	0.0	-0.00023999999999999998
13.96746	0.0	-0.00023999999999999998
14.01752	0.0	-0.00023999999999999998
14.06758	0.0	-0.00023999999999999998
14.11765	0.0	-0.00023999999999999998
14.16771	0.0	-0.00023999999999999998
14.21777	0.0	-0.00023999999999999998
14.26783	0.0	-0.00023999999999999998
14.3179	0.0	-0.00023999999999999998
14.36796	0.0	-0.00023999999999999998
14.41802	0.0	-0.00023999999999999998
14.46809	0.0	-0.00023999999999999998
14.51815	0.0	-0.00023999999999999998
14.56821	0.0	-0.00023999999999999998
14.61827	0.0	-0.00023999999999999998
14.66834	0.0	-0.00023999999999999998
14.7184	0.0	-0.00023999999999999998
14.76846	0.0	-0.00023999999999999998
14.81852	0.0	-0.00023999999999999998
14.86859	0.0	-0.00023999999999999998
14.91865	0.0	-0.00023999999999999998
14.96871	0.0	-0.00023999999999999998
15.01877	0.0	-0.00023999999999999998
# O2(p)-Ru0(dyz)
# E-Ef / eV	COHP / eV	ICOHP / eV
-25.03129	0.0	-0.00028
-24.98123	0.0	-0.00028
